0,88,99,11,99,66,0,22,55,99,99,0,627,5643,5643,2508,5016,627,2508,5643,4389,5643,7.2874,1
0,66,0,88,99,66,77,77,33,66,11,0,4389,0,1254,0,0,5016,3762,1881,5643,0,2.6656,1
0,44,33,77,77,11,44,44,66,77,77,0,1254,3762,3762,627,627,2508,5643,1881,3135,1254,1.9717,1
0,77,22,55,66,88,99,55,11,11,22,0,5016,1254,5016,1254,5643,1881,627,1254,3762,2508,1.9919,1
0,33,88,55,55,99,22,77,77,33,55,0,0,0,3135,4389,5643,627,3135,2508,0,1881,2.0564,1
0,11,77,33,55,11,66,22,66,66,77,0,2508,0,1254,5643,627,5016,3135,5643,0,2508,1.9297,1
0,11,99,0,77,88,88,0,33,22,88,0,2508,5643,627,1254,627,627,5016,3135,3135,627,1.9901,1
0,88,66,33,55,44,0,22,11,11,22,0,2508,0,5643,5643,2508,2508,1881,5643,1881,627,1.9794,1
0,77,33,22,44,0,11,99,99,55,0,0,1254,1881,5016,0,0,627,3762,4389,3762,2508,1.9896,1
0,55,22,77,11,66,11,33,66,77,0,0,5643,4389,2508,2508,2508,1881,3135,3135,5016,4389,2.0082,0
0,66,33,88,55,33,99,88,55,66,55,0,1254,1881,2508,1254,5016,627,1254,627,1254,2508,1.9991,1
0,33,99,44,11,99,99,44,11,22,44,0,3135,1254,3762,4389,1254,627,1254,1881,2508,3135,1.9947,1
0,0,22,88,0,99,77,44,55,22,44,0,5643,3135,3135,1254,2508,3762,3762,1881,1881,5643,1.9974,1
0,0,88,99,77,0,22,33,66,11,77,0,627,3762,2508,4389,4389,5643,5016,1881,3762,627,2.0111,0
0,0,77,55,44,99,66,66,88,88,55,0,627,1254,5016,0,2508,627,5643,4389,3135,2508,1.9606,1
0,0,66,0,0,55,0,88,88,77,11,0,3762,3135,5643,3762,5016,2508,2508,5016,0,627,2.0314,1
0,11,33,88,88,0,33,55,44,66,66,0,1254,2508,0,5643,627,627,1881,627,2508,1881,2.0359,1
0,99,99,0,77,22,44,55,99,44,99,0,1881,4389,3762,3135,3762,3762,627,627,5643,627,1.9539,1
0,0,55,88,66,11,33,44,99,11,88,0,3762,1881,627,2508,2508,627,3135,1254,1881,3135,2.04,1
0,22,22,66,22,88,99,77,33,55,11,0,5643,5016,5016,1254,3135,0,2508,1881,627,627,1.9442,1
0,44,0,55,44,66,66,66,0,0,33,0,3135,3762,2508,5016,4389,5643,3135,1881,627,3762,1.9989,0
0,77,44,0,22,11,22,44,55,44,88,0,3135,5643,3762,5643,1254,3762,1254,3762,3762,0,2.0059,0
0,22,22,66,88,33,77,66,0,66,33,0,5643,0,2508,2508,2508,4389,1881,4389,2508,0,2.0233,1
0,11,77,44,11,33,66,11,77,22,99,0,1254,4389,627,1254,0,3135,3762,3135,2508,3762,1.9565,0
0,66,66,66,99,22,77,22,11,66,44,0,2508,3762,4389,1881,3762,2508,5016,5016,1254,3762,2.0195,1
0,55,55,88,22,33,11,99,66,44,66,0,3135,3762,3135,4389,3135,5643,1254,627,627,0,1.9861,1
0,44,44,33,77,66,77,99,99,11,11,0,3762,0,3135,3135,5016,2508,1881,3762,4389,3135,2.0369,1
0,33,11,55,22,0,77,22,44,66,33,0,4389,1881,3762,4389,2508,0,1881,2508,1254,627,2.0032,1
0,88,44,88,33,77,33,88,77,33,22,0,4389,5643,1881,3762,2508,5016,4389,627,5016,5643,1.9707,1
0,55,88,55,11,11,44,77,88,77,33,0,3135,0,627,627,3762,2508,627,2508,627,0,1.986,1
0,88,55,99,66,55,88,88,99,0,88,0,3762,5643,3135,2508,5016,1254,2508,5643,3135,5016,2.009,1
